"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Latin America & Caribbean","LCN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.470189406827","111.301021046122","98.4599732077642","101.22606225621","112.385053121103","136.616757441912","154.18808286306","176.807342714466","191.994192048247","186.280043651036","212.385962888393","228.627093742557","229.55753718025","230.500645180038","227.671022619083","201.622978047886","190.622351173379","211.877455181694","200.672965943509","","",
"Least developed countries: UN classification","LDC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1910598946247","6.18353753405602","6.90138280735395","7.85717596973847","9.16297945321763","10.0312361635015","11.2650327546708","13.7206956048489","15.7564904710501","15.6563843395047","16.7238050020056","19.067508366377","19.1019654045443","21.4430224727422","22.2264280084879","23.6821473911756","23.3740323047115","25.0913488463726","21.0611195552455","","",
"Low income","LIC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.92852589438228","7.11250568182256","7.71653842044523","8.55945196959428","10.0748085063838","11.1596107708985","13.3114929730264","16.5894987879628","18.8040024761593","18.4587710744296","19.2227695203931","21.1857758784713","20.2283651358069","22.1889071106012","21.7076567151473","22.7273817962875","21.6877659376995","23.3768401634328","15.690099052448","","",
"Liechtenstein","LIE","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.50593567","16.98045731","17.3336525","15.93481255","20.89534187","23.20952797","26.78027916","33.06840515","47.04900742","53.45703888","57.70845795","60.93967438","58.91517639","67.35414886","67.02174377","73.38021851","75.92170715","79.49016571","79.76304626","","",
"Lower middle income","LMC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5308423187688","14.3112188736876","14.5843759472409","16.6669441350405","18.5656170121834","21.4294196206488","23.9292058374841","27.8310156773126","30.8515332551297","29.9798334280458","33.9621170547869","36.6691420387447","38.7990261211948","44.2096640968931","44.1046990960585","43.7009387450569","42.8510451548131","44.9157373857742","47.6976010575356","","",
"Low & middle income","LMY","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7119970712287","28.9051071021684","28.6803164862282","31.4028244269501","35.3896494999107","41.6304544628876","46.7156041391578","53.9833940965489","61.8718053191246","62.2468632181813","70.3400008022369","79.4968326545759","84.2311573445294","89.7873446700155","89.543838040269","85.1634892350406","84.9038064488736","92.4869723979092","96.0201568532192","","",
"Lesotho","LSO","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.28596497","7.87399149","6.870471","10.22480583","12.74949455","14.01943207","14.57858753","16.0806942","15.31809616","16.00186157","20.40657234","22.75773621","22.01472855","20.37353325","18.79661751","16.83202744","15.67359924","18.58008003","20.01523781","","",
"Late-demographic dividend","LTE","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.3260525269162","37.4854732051858","39.2427076086662","43.028825290239","49.9109554460148","58.5651486172821","66.8277611775599","77.9382243934734","94.3293395150096","97.7153057700613","107.680229014193","127.412789146816","137.368354816126","148.596594798911","152.8730570534","143.236843673748","145.994248064437","163.775304284679","176.411235496794","","",
"Lithuania","LTU","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.96802521","60.36181259","65.12494659","81.9421463","120.80200958","143.87670898","170.764328","200.04737854","263.85165405","231.89706421","222.1701355","261.17996216","285.23348999","314.72827148","321.61447144","292.96511841","319.46307373","353.04473877","395.29730225","","",
"Luxembourg","LUX","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","413.44656372","424.64474487","499.14279175","610.71557617","716.76916504","752.18078613","812.03851318","687.63537598","762.53527832","759.02703857","763.2800293","780.65844727","692.63775635","713.19689941","727.27233887","582.97900391","589.91772461","610.90881348","652.22668457","","",
"Latvia","LVA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.53499603","100.15412903","112.90900421","136.22169495","159.80195618","183.77813721","196.60934448","285.48522949","340.80047607","288.79971313","256.23782349","262.23016357","281.98022461","310.51489258","335.04718018","314.51452637","380.03210449","391.70645142","433.34918213","","",
"Macao SAR, China","MAC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.05365753","29.79519463","33.93738174","43.38726807","52.02907944","57.79869461","64.68467712","75.45929718","86.63756561","90.48578644","93.99079895","97.47697449","91.05523682","93.10597992","94.79520416","82.31974792","83.70903015","86.95278931","82.12173462","","",
"Monaco","MCO","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7383194","99.22262573","106.31370544","130.22746277","147.6138916","152.53965759","164.15390015","207.69592285","228.42430115","193.55046082","188.2164917","209.56782532","194.62835693","219.10931396","231.97903442","202.51985168","208.17407227","204.29211426","226.21244812","","",
"Moldova","MDA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.08544064","13.19233894","15.78122807","18.56834793","24.66070747","33.92547226","46.50182343","61.08439255","89.85208893","95.04575348","80.17191315","96.30451965","94.40711975","98.63284302","88.49745941","86.11016083","79.24467468","83.42688751","85.38970947","","",
"Madagascar","MDG","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.84849405","5.00316","5.24664116","6.32305765","4.65518427","5.38288164","5.43918324","6.55876827","8.27481842","7.85719299","8.01486397","6.7196579","6.36480379","6.58688784","6.20500422","5.5842576","5.39270592","6.09018898","6.1968379","","",
"Maldives","MDV","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.79743958","132.2651825","128.30223083","126.78590393","175.49888611","178.84152222","193.25886536","218.64707947","251.13520813","229.85610962","240.73696899","229.25881958","202.83215332","208.77442932","189.1131897","153.32440186","179.70291138","182.74334717","200.7935791","","",
"Middle East & North Africa","MEA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.3510875628586","57.8710492306001","56.8059054372641","55.0798855073702","61.8568751450624","69.6974866382586","73.5483122364849","87.8921729478914","104.982126476676","113.189906847738","128.454821284327","140.229639532168","146.715512759252","139.026068820391","133.145065770718","132.208216694687","142.398160528593","138.901143097152","139.734632858605","","",
"Mexico","MEX","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166.31219482","194.30493164","209.3369751","229.01274109","239.265625","263.71957397","275.71936035","291.90533447","277.39996338","232.30175781","252.99736023","248.55743408","254.91377258","263.20196533","245.77526855","224.98088074","198.84841919","211.39749146","218.59817505","","",
"Marshall Islands","MHL","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.83024597","40.93501663","43.59389114","43.08667755","44.90568161","48.28262711","48.1002121","52.86181641","56.62975311","55.59508514","59.80385208","62.0014534","61.36026382","60.14640427","60.82033539","59.99782562","62.73197556","68.08700562","68.84980774","","",
"Middle income","MIC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.1969363760781","30.5654626261586","30.4032372820843","33.3014306912739","37.5296545118569","44.2503835397396","49.637091719892","57.310192302554","65.7684154650816","66.274082692382","75.1046053696342","85.0149734021733","90.3847722050201","96.1350736441716","96.0243742799194","91.2315650364065","90.8456317504431","99.2299804184833","103.992008832067","","",
"North Macedonia","MKD","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.22159576","64.48919678","74.51287842","95.11954498","99.52294159","96.12962341","90.89831543","98.94262695","100.61852264","103.21031189","115.34311676","118.11496735","109.5287323","118.04582214","120.2771225","105.15505219","115.6700058","152.01899719","168.05827332","","",
"Mali","MLI","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.15190792","9.41964722","10.33366871","12.1332283","12.77242088","14.48004341","16.17816544","19.22893715","22.13962173","22.58824348","18.67975426","16.79313278","13.07277775","11.11805916","12.73832607","10.55345821","10.52596569","11.06657028","11.84720707","","",
"Malta","MLT","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170.66412354","203.50857544","238.69146729","309.72525024","344.79232788","398.16452026","436.76956177","496.04672241","577.7409668","544.46643066","572.55853271","650.00317383","609.2756958","641.03814697","895.57507324","834.4932251","815.59246826","898.83282471","944.33422852","","",
"Myanmar","MMR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71350026","3.85211921","5.64426804","5.29978895","5.36346674","6.11858749","6.16150665","7.89995289","11.75438976","14.89995384","15.82786369","20.52603722","27.69911957","26.38636208","34.74833298","43.46842575","44.42097092","43.79213715","45.26087952","","",
"Middle East & North Africa (excluding high income)","MNA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1663815115954","44.9056215009573","43.9120466456908","42.0571150257534","48.2494417492303","55.1769321196017","59.3799937362031","71.678303093325","87.0144217010282","98.730578242581","114.938031859436","126.678274755204","133.321178779418","121.456853945982","111.79848652057","112.006502795046","120.727670351097","115.905524008436","112.857704716231","","",
"Montenegro","MNE","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289.740448","","",
"Mongolia","MNG","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.33406353","5.9238677","6.59023666","6.64384604","8.46636295","12.15777969","12.78529644","15.49059868","20.85939407","17.40122795","27.73095512","43.12545776","52.90287018","66.23864746","60.70679474","59.65020752","51.74163818","47.25193405","50.19511795","","",
"Northern Mariana Islands","MNP","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.60233378","2.16244817","2.63817978","2.3488574","2.19654059","2.24653363","2.2689023","2.27812934","2.49799967","2.23088837","1.8254348","1.99891794","1.91656709","3.26104736","4.44904327","4.46165609","3.35064888","3.5709672","3.90219045","","",
"Mauritania","MRT","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.78690529","17.79907608","17.91695976","19.79852486","21.65147209","22.18658447","23.20126343","25.49058342","29.00562668","27.12283897","26.59956741","27.14626694","26.6545639","27.24588203","27.64289665","26.730299","25.41734886","26.15603828","28.32962608","","",
"Mauritius","MUS","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.34999084","52.35091019","60.99916077","73.4227829","82.47252655","98.02331543","110.66676331","131.62472534","199.01618958","181.04818726","192.06607056","210.48815918","205.48338318","240.61746216","280.73065186","262.34091187","266.4319458","293.19525146","317.12295532","","",
"Malawi","MWI","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.57185686","1.49254549","1.66845441","1.5090735","1.57155693","1.59543431","1.90210128","2.98287249","3.45614982","4.07159185","3.78782964","3.59252715","3.40025091","2.70553613","2.95056915","3.91875792","3.51760411","3.60043812","3.97213459","","",
"Malaysia","MYS","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.66799164","41.27820587","42.67542648","49.66862488","56.36924362","62.88526535","71.2395401","82.71980286","96.32781219","81.35157013","100.82512665","121.58728027","128.63072205","132.65748596","142.45913696","126.69519043","124.60552216","130.39405823","150.0569458","","",
"North America","NAC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","669.449975439283","685.649252417816","722.009693263915","771.533200798319","810.359219984111","856.170710150443","886.679688100604","934.396876723867","944.944474842355","929.672413997346","951.489489608477","974.525736128589","992.892383828796","1005.6114869664","1012.63861664402","1024.06506152615","1064.98716715965","1083.22779984665","1106.27122266339","","",
"Namibia","NAM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9558115","13.35673332","13.55450058","19.46449089","25.52083969","27.1555748","26.36549187","29.1021347","28.86991692","32.58503342","47.98905182","57.9765625","60.06627655","48.32765198","41.56609344","35.82004547","32.69045639","36.48204422","39.74206161","","",
"New Caledonia","NCL","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.71763754","6.99970484","7.77895546","9.39895153","10.1136446","10.89512634","11.0994463","12.29471779","14.18361282","15.30025482","13.33419704","14.37540817","13.84516811","13.92510414","13.68475723","13.37517738","13.19817543","13.91440773","14.81142998","","",
"Nigeria","NGA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.66913986","11.29944324","11.84056664","28.71684456","28.80975151","35.99215317","46.89020157","49.70859146","59.10792923","51.38582611","59.00901794","63.11594009","67.46198273","72.73880005","77.53696442","70.31039429","59.67952728","57.09233093","64.15613556","","",
"Nicaragua","NIC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.1722641","23.03660774","25.98735046","23.66906738","27.18055534","28.33835602","32.74261475","38.74790192","43.95708466","42.5379982","43.46903229","46.66639328","49.61585617","51.05818939","54.50848389","57.77162933","59.39862823","61.10710144","57.18136215","","",
"Netherlands","NLD","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223.74272156","227.7298584","249.70220947","311.63092041","367.47747803","377.98379517","339.76208496","370.47683716","534.13861084","479.1187439","472.21939087","527.42156982","533.25695801","638.19360352","649.12219238","527.81689453","534.77038574","542.63531494","573.04968262","","",
"Norway","NOR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529.08459473","525.49383545","654.50061035","768.95080566","854.42407227","933.43243408","969.54663086","1108.26647949","1216.23742676","1113.8762207","1182.57995605","1353.73120117","1327.58508301","1348.68835449","1311.08007813","1069.97827148","1069.86376953","1134.22106934","1179.35888672","","",
"Nepal","NPL","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.77129126","5.39381981","5.56946754","6.10045385","6.82622623","7.11563015","5.92570591","10.60894966","11.76580906","12.15326405","16.85150528","20.24739265","19.25073624","22.88615799","25.92222404","28.46207619","26.78831863","29.37043762","29.38440895","","",
"Nauru","NRU","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.64186382","10.48181343","11.34453297","13.4352026","15.83962631","14.8613615","14.6708498","13.74930382","17.95207977","18.00352097","15.2006321","12.91985321","6.91804934","8.96555042","10.42040539","11.04986572","12.65194225","13.17119503","12.26095486","","",
"New Zealand","NZL","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161.89456177","178.24871826","200.11650085","247.74771118","279.82891846","322.93487549","318.5458374","309.18261719","375.76815796","333.74127197","384.59957886","438.67410278","466.8119812","489.2383728","532.49438477","478.75857544","508.6060791","534.98974609","521.36761475","","",
"OECD members","OED","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","362.687442622768","365.065329829746","387.424709011816","438.981036060931","480.253869930546","501.690134057725","525.759323359459","572.424634784741","601.666231504073","581.114507811649","600.863023633757","639.722960308034","639.463335139679","644.26893488814","650.039904379867","611.931388600975","626.401942909165","644.616561019675","672.286883103379","","",
"Oman","OMN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.96203995","29.44286346","27.84730721","30.42660332","33.60036087","33.77251434","38.24761963","43.29928589","55.46097946","54.74063873","55.06297684","57.77680969","58.28890228","41.71727371","41.04861069","39.87906265","39.01856613","42.83702469","40.62028885","","",
"Other small states","OSS","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.9016471670393","65.7550716795359","72.7066332898034","84.6849087437647","98.2351053693779","106.635641792322","111.922546137382","130.464934246494","154.461981451131","143.478256888538","134.539613341962","140.799298278801","129.103891289023","137.228650732097","146.060961755031","133.206721305963","138.749487451714","147.037724114724","157.961659721845","","",
"Pakistan","PAK","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.58814812","8.16671181","8.33438396","9.47008324","10.31863689","14.12251759","19.49824715","20.60713768","18.80903625","17.39814758","17.77831459","18.17341614","17.35863495","19.53379059","23.08188438","23.81187439","24.56319427","25.45439148","24.11234856","","",
"Panama","PAN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.258255","80.21748352","85.28730774","85.08156586","94.52662659","98.16174316","104.90363312","120.09347534","138.28833008","150.95487976","164.39787292","188.27012634","240.44282532","255.53385925","269.61349487","281.04217529","295.57174683","305.33352661","324.83807373","","",
"Peru","PER","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.86694717","34.25503159","34.74447632","32.11613846","38.90676498","42.28514481","55.33982468","67.92121887","83.43939209","84.56394196","95.59439087","106.84059906","120.42289734","113.39620972","105.63197327","93.60260773","91.96749878","95.89604187","107.59707642","","",
"Philippines","PHL","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.50183392","12.58610439","13.05485725","15.38026524","16.32635307","24.26606369","29.64804459","36.64718246","44.34384918","44.07211685","50.24187851","58.09602356","65.62924957","70.6595993","65.08352661","67.88220978","69.5874939","70.32753754","73.52804565","","",
"Palau","PLW","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.62775421","108.03870392","112.09114075","114.08846283","118.92192841","134.3664093","150.58343506","163.18968201","173.69309998","189.84388733","198.27153015","202.21963501","207.53120422","224.44404602","233.63500977","269.84570313","293.55282593","301.08010864","295.98202515","","",
"Papua New Guinea","PNG","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.68466878","1.5468564","1.74678969","1.90017223","2.17214108","2.26776671","2.47227716","2.64108443","3.1060679","3.93642163","5.0466013","6.75819016","6.86262417","5.37767076","5.68997049","6.02762318","5.93352318","5.40783358","6.21384525","","",
"Poland","POL","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.56018829","82.56290436","84.20957184","95.18636322","116.7963562","130.62825012","143.1583252","176.27311707","218.08824158","186.25196838","193.11758423","207.54774475","197.86807251","208.99911499","209.69920349","187.42562866","187.75326538","209.7197876","203.5239563","","",
"Pre-demographic dividend","PRE","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.27225577364442","9.13208428815257","9.7428715535324","15.0016603093955","16.5275093070026","18.9532806724281","22.8924738132634","26.3448477318744","29.9971078106157","27.3265970922488","29.4503383806729","32.3532765072404","35.1681216163304","38.7061225399315","39.5616358302","37.8087678417649","35.9035085103771","36.6894516010124","33.385033983733","","",
"Puerto Rico","PRI","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","242.21687317","242.00125122","250.62367249","327.42657471","387.45697021","413.55596924","455.97912598","531.33666992","601.95458984","563.22015381","543.96679688","581.36358643","540.54882813","528.52252197","551.09484863","478.36621094","557.45880127","598.19665527","653.95831299","","",
"Paraguay","PRY","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.58029175","37.13608932","27.3413868","28.28906441","35.40718842","37.81444931","46.80634308","61.45465851","87.57100677","72.57203674","91.32287598","113.8150177","157.62452698","172.29342651","180.12463379","161.21862793","154.86357117","166.99429321","181.48362732","","",
"West Bank and Gaza","PSE","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.21704550127542","8.35560578907823","8.72945067404906","10.1266194756875","11.9807288493238","12.6981013469807","14.4775044212275","16.5182076324451","17.1744457524952","20.1243791026227","19.8634066260059","23.1103349124057","24.0866121883924","23.0938586152076","22.9016565776692","22.3662195389328","22.7718341148194","20.0416437599472","20.1001975995625","","",
"Post-demographic dividend","PST","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402.30170880642","404.756123801426","431.288882269879","490.183993498683","536.693680431792","557.115228114269","584.668726111421","636.352351333948","673.107757161319","657.134214432852","678.40263375398","727.507146682732","727.862181998233","732.534146681787","741.805750646052","701.848799750694","723.092315662375","743.916771243098","779.587523318096","","",
"French Polynesia","PYF","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180.84158325","180.93777466","204.21966553","225.77206421","240.31747437","246.03753662","244.86500549","241.73023987","241.11869812","246.18119812","225.83883667","222.65492249","161.87736511","122.0087204","124.86201477","149.45108032","177.58319092","142.21334839","163.71130371","","",
"Romania","ROU","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.57311535","14.9287672","17.22464752","21.71438599","46.4146843","47.08535004","58.17335892","73.03565979","94.78640747","93.40075684","92.70018005","103.56066895","90.08654785","99.91944122","102.24849701","94.11701202","98.84458923","113.7324295","133.7230072","","",
