"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Ecuador","ECU","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.59665871","43.36155319","60.86674881","81.90174866","91.20069122","105.52698517","115.72341919","112.33473969","128.85481262","138.55024719","156.81710815","185.84503174","210.222229","219.64065552","230.81976318","230.75471497","203.03053284","202.14434814","205.6910553","","",
"Egypt, Arab Rep.","EGY","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.02768326","46.64237213","43.5243721","35.20330429","34.81378174","41.24295807","43.11034012","47.63288116","60.09851837","64.46504211","70.92519379","75.77306366","91.76348114","87.26166534","92.18889618","109.05858612","90.55261993","64.28012848","78.16601563","","",
"Euro area","EMU","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270.287772998875","272.001911787569","302.897103858832","382.116031753279","445.631215633099","460.342582842334","498.348145939552","563.453225509721","639.245736716922","609.686013699119","596.460126353171","648.102456741937","608.153420418233","632.649814996999","643.513583578436","552.969519160881","559.505431648347","588.186861702804","624.396282622351","","",
"Eritrea","ERI","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.76974106","8.1171236","7.00237894","7.39693737","7.77348137","7.27442503","7.58902884","7.92242718","6.45939922","10.32823944","11.75457382","12.09773159","13.64524651","14.45819378","16.5472393","11.23095036","13.7040453","10.0655489","11.57021904","","",
"Spain","ESP","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244.52848816","259.71896362","288.94125366","368.50375366","426.39181519","448.41674805","471.40774536","540.36169434","618.2277832","558.65802002","566.02557373","593.18640137","565.01580811","598.85424805","619.94909668","523.78259277","521.8963623","557.98168945","606.49334717","","",
"Estonia","EST","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.70728302","41.32051086","51.49590683","71.60165405","101.92434692","118.77132416","139.11485291","188.61833191","215.23301697","195.82962036","203.06256104","219.00109863","218.03901672","258.7477417","280.27557373","253.56787109","269.58792114","335.93331909","383.12301636","","",
"Ethiopia","ETH","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.93611896","1.94087124","1.97026646","2.01286316","2.05036616","2.0852592","3.358639","4.43300533","5.17589426","6.49592495","7.06493902","7.03241873","8.71381664","8.43147659","8.56892014","8.78765869","8.8846817","8.57453823","8.59216785","","",
"European Union","EUU","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225.034526531823","229.599535336896","255.94516992832","322.204141907698","377.95613603026","392.543713135542","425.21016334774","484.498382245492","553.235377437815","524.968460312688","517.422727084211","564.982851274808","532.024947797652","553.194731066421","562.654513998246","484.644780355118","491.166291076205","517.683537733508","548.434872959932","","",
"Fragile and conflict affected situations","FCS","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5747179109099","21.5848378475904","18.4382938670662","21.5533597914589","22.8672460610974","26.8712284976796","32.9018321386988","39.1835096475475","46.9787676877862","48.7207547515318","51.7646336848812","50.6900058971712","52.2411170540889","55.1013230193139","56.2607488880056","53.9109333747045","50.5264620250172","51.0261146267231","45.0517435040416","","",
"Finland","FIN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","372.59814453","383.22784424","426.14801025","530.14587402","602.93273926","632.10308838","641.20635986","743.20611572","832.29595947","796.27838135","799.09338379","856.03869629","798.4520874","870.52294922","868.234375","768.8425293","791.55065918","806.30511475","832.27020264","","",
"Fiji","FJI","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.34737587","8.45948124","8.99913311","11.74950981","15.24627972","15.6063633","19.50151634","23.48305511","23.72966385","31.67481804","30.24137306","37.67926407","40.26139069","37.83752823","37.5710907","37.68319702","38.25263214","30.32081985","30.44056511","","",
"France","FRA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157.24230957","160.85191345","174.86297607","221.76373291","250.62016296","263.44171143","356.65774536","410.78381348","482.04284668","481.51922607","470.05081177","505.02145386","470.03128052","486.80422974","491.78363037","408.20532227","407.67501831","421.90731812","433.75473022","","",
"Faroe Islands","FRO","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.11875057","9.14474678","9.66271114","10.73769093","11.78053951","13.37871838","12.97472668","12.15346241","12.48563385","12.79854298","12.23066521","11.9097147","11.08271313","10.96437168","9.4137516","9.31704903","9.67955017","9.66857719","9.81246758","","",
"Gabon","GAB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.81712341","63.89065933","74.22498322","87.20953369","95.32966614","104.05502319","114.21658325","134.09606934","148.30053711","150.58618164","55.82125092","76.57180023","66.53804779","78.63633728","68.75811768","50.81588364","48.91465759","50.45413589","50.47405624","","",
"United Kingdom","GBR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","351.12576294","367.69369507","402.34820557","448.85467529","500.33679199","479.1842041","492.17297363","644.32879639","566.21356201","477.89874268","509.60830688","551.98565674","591.77368164","664.88775635","717.45672607","675.17694092","620.05285645","631.73114014","721.03710938","","",
"Georgia","GEO","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.99266052","42.21096802","49.40888596","61.57198334","80.1313858","100.63194275","112.07369232","141.22039795","178.43640137","177.13865662","197.10301208","224.33268738","239.75354004","231.19380188","227.78471375","158.12391663","167.41438293","156.61231995","149.08111572","","",
"Ghana","GHA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.98833847","10.48242283","11.7508173","13.82024288","15.79009342","18.97014236","21.96389771","25.41547012","28.39798546","23.84565735","28.03723526","36.61056137","36.94971466","42.74198914","36.37070847","29.22216225","25.28763008","27.80000305","29.36094475","","",
"Gibraltar","GIB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1900692","14.00585842","14.9068079","16.22697067","18.64146805","14.00065517","11.60712147","16.20991135","16.56775665","17.5019989","15.97154713","14.80163288","15.16293907","16.47554779","21.99728012","22.05438614","19.68453979","20.5260849","23.22668648","","",
"Gambia, The","GMB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.63150311","5.28621721","5.17546654","3.61106086","3.43083239","4.12597322","4.69795084","5.82659912","7.08161306","6.32559061","6.39314985","6.40888405","6.16592884","5.73015881","4.97388506","4.91385651","6.65327644","6.0956521","6.49981356","","",
"Guinea-Bissau","GNB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.71571207","7.78942776","8.49737072","9.35233879","10.10110569","10.69429684","11.26425552","12.52097607","15.34306717","15.15619564","14.86963463","17.06397438","22.81587219","30.49303436","37.03812027","36.10180283","37.5737648","38.50987244","39.69305038","","",
"Equatorial Guinea","GNQ","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.97624779","45.55771637","61.86541367","89.41227722","113.47180176","127.15668488","140.33575439","176.92579651","321.95819092","177.5304718","207.9201355","216.04571533","133.4894104","274.01541138","316.34429932","253.67323303","216.15339661","222.92758179","236.77587891","","",
"Greece","GRC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","321.15707397","349.45788574","436.90866089","593.66247559","694.55822754","713.63470459","739.96118164","830.519104","914.87768555","828.7565918","724.66143799","728.77087402","593.22094727","618.11712646","632.5758667","533.80810547","519.17132568","528.35229492","570.95800781","","",
"Grenada","GRD","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160.70033264","159.07606506","164.18499756","161.3170166","145.52584839","166.10064697","179.78044128","209.16313171","232.86218262","216.20890808","222.51383972","229.66300964","237.40866089","241.60090637","207.32322693","228.17892456","238.37062073","254.94697571","258.55783081","","",
"Greenland","GRL","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.52536774","62.56051636","67.05502319","70.01200867","73.40081787","82.67824554","91.48206329","97.57123566","103.20401001","95.73616791","102.42517853","111.42470551","115.7455368","107.12824249","118.85691833","128.05441284","135.54470825","140.7013092","149.28253174","","",
"Guam","GUM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.03403473","25.33171082","25.9547348","25.80560875","27.7546196","30.97139168","36.37835312","44.54673386","52.44970703","52.55887985","60.46117783","67.84381104","73.68540955","76.73696899","77.11058044","74.82093048","69.90677643","74.56171417","95.46295166","","",
"High income","HIC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","393.375762716744","394.985735230647","419.602084187177","476.166559411122","521.787436706714","541.941983444183","567.803796351555","618.183255448519","654.657168996757","637.800430157343","657.062490126145","702.683173133917","701.502049950532","706.421579903455","715.897993412609","677.298595472023","697.691053933754","717.702768759661","751.34846514723","","",
"Hong Kong SAR, China","HKG","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.48309708","35.2924881","36.72010422","38.56142807","41.78763199","48.14118576","56.06937408","63.73746872","76.94238281","72.30388641","76.87034607","84.08150482","92.55314636","87.7988739","85.0087738","87.28924561","89.87580872","85.45290375","90.26237488","","",
"Heavily indebted poor countries (HIPC)","HPC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.54782827677065","7.88510411802914","8.49325378546264","9.71512266560811","11.3800202345993","12.4620963427895","14.4350822343107","17.3186116142121","19.3962449939008","18.5552089860855","19.3595592737047","21.9764840519205","21.1288849754448","23.3048231234576","22.4876469345174","22.2180702197769","22.8344015427715","24.4793581313681","19.0217471966919","","",
"Croatia","HRV","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.43385696","55.87953949","72.00366974","85.23626709","115.00333405","97.36717224","108.64987946","129.02825928","182.71159363","163.24743652","157.20545959","136.49067688","118.16294098","78.59346771","102.53422546","87.06455231","92.28076935","98.98725128","106.27474976","","",
"Haiti","HTI","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.21543503","12.16325474","10.59504414","8.80211353","11.00659466","11.45358086","12.36729336","14.88974667","15.41655254","16.07913208","18.2927227","19.74895668","20.97678757","21.15232658","19.85715485","22.89296913","20.86864471","25.08082008","27.99964333","","",
"Hungary","HUN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.67798615","103.829422","130.41096497","180.23652649","206.57566833","230.97523499","223.71525574","271.02368164","301.10110474","247.89620972","269.82015991","300.35125732","282.54504395","281.18939209","285.35510254","239.29148865","253.1348877","265.05786133","291.16409302","","",
"IBRD only","IBD","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.6455289650241","35.2980557053459","35.0617783371872","37.8791390780726","43.1522169004612","50.7517337118424","56.6312765961008","65.7234157961459","75.7480924194575","76.3031362622103","86.6246666451019","98.2138942822633","104.312797181751","110.970913037706","110.621092793807","104.962257183805","105.012395984569","115.619877780193","121.177688969681","","",
"IDA & IBRD total","IBT","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.5804127853522","29.751333635856","29.5080966840796","32.3121957705577","36.6286526802492","42.9732984815525","48.1801228920867","55.730890593547","64.0089119431044","64.0798870406382","72.2471903199465","81.5076599718305","86.1278844060308","91.8037345503382","91.5866190465259","87.0396447541889","86.8603338157408","94.6761848850236","98.2927761574404","","",
"IDA total","IDA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0508171536708","8.63520911533291","9.06214107588304","11.977306706157","13.1112798552614","15.2985110029011","18.5072011796263","21.1120350267003","23.8752296009898","22.835406039136","24.8252943418771","27.1079750771206","27.7248073656917","30.160840885091","31.1877668367453","30.9378248477185","29.7913926451727","30.1927885741591","28.811063630943","","",
"IDA blend","IDB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3733465000904","10.7091056954113","10.8101359971221","17.6351547941083","18.3782509478933","22.84187664201","29.356499541703","31.6428066696389","35.0283547240375","31.9462890125227","35.2283620433719","37.4876936692772","39.2673660080553","42.5976590073988","44.6800563624667","42.621514702358","39.5982995154904","38.0597430444158","40.531088315938","","",
"Indonesia","IDN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.10628366","6.98123026","8.99340343","11.99169445","12.17676258","19.24759102","24.1754818","28.30367661","29.82899284","31.30723953","52.6858139","61.28169632","57.01851273","52.91925049","46.27489853","41.24539566","41.76337433","39.62931824","38.92066956","","",
"IDA only","IDX","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.86502654869774","7.57567844002644","8.19617305352427","9.16844242852939","10.4970266597976","11.5534871329836","13.1170091970305","15.8738547205894","18.3187106623","18.2881664984051","19.4703511673228","21.7523465337466","21.7591173865885","23.5860642270027","24.0540917723123","24.7604723835118","24.4614483435055","25.9653847164097","22.5149177552245","","",
"Isle of Man","IMN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.26659203","14.67130947","14.84757328","16.15183067","18.16748047","20.23825073","21.36088181","25.39221191","26.19470787","25.57048225","29.41773605","30.24373055","30.83618355","38.76267624","38.24777985","38.0982666","38.30457306","43.25619507","45.64327621","","",
"Not classified","INX","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189.61274719","194.17428589","230.31304932","382.73748779","425.59594727","533.74316406","577.67736816","562.20532227","668.93341064","698.89575195","708.19281006","774.71575928","727.60021973","761.27502441","757.71673584","602.9854126","597.69659424","631.96563721","663.2623291","","",
"Iran, Islamic Rep.","IRN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.19212341","56.06006622","57.90533066","63.05250168","80.54350281","98.0785675","103.27364349","132.1776886","167.79466248","208.09777832","264.71185303","305.27468872","288.86917114","213.91194153","163.45129395","155.24427795","193.8145752","199.74729919","173.51191711","","",
"Iraq","IRQ","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.38325119","15.54432964","16.25936127","19.18631935","30.23540115","28.44204903","37.47415924","39.27557755","42.41522217","113.54624176","116.41726685","117.91931915","119.93340302","120.85118866","124.41947937","122.94384003","","",
"Iceland","ISL","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558.30444336","497.99468994","573.94604492","671.46514893","784.37335205","899.06713867","842.32281494","976.16668701","789.39575195","613.94946289","662.87103271","714.22668457","688.11016846","735.58270264","804.53625488","755.11608887","854.87799072","1004.93560791","1041.4005127","","",
"Israel","ISR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","446.45977783","472.87301636","390.72329712","410.43908691","427.48165894","470.29345703","409.94186401","479.86706543","543.64855957","518.29229736","532.17944336","579.02612305","562.48309326","606.76068115","648.78442383","600.88238525","638.43994141","705.93322754","702.52459717","","",
"Italy","ITA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","403.38214111","388.35827637","425.21984863","513.04681396","585.80053711","578.50726318","603.85876465","665.39978027","747.75372314","689.70098877","661.19927979","747.15539551","681.58862305","699.96026611","710.97259521","627.88757324","629.66949463","668.88366699","703.76177979","","",
"Jamaica","JAM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.73265457","68.09928131","46.14323807","50.77814484","49.4353447","54.36294174","52.73756409","76.64524078","83.44967651","51.2375679","58.49826813","59.00501251","55.3580246","48.15185928","53.46883011","52.37429047","49.83491135","52.35947418","54.76037979","","",
"Jordan","JOR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.22728348","65.42302704","68.69824982","71.89712524","75.06838226","77.54715729","79.33141327","81.84907532","93.7047348","74.57785034","66.72236633","65.61751556","65.98336029","64.14836884","62.22000885","91.2467804","91.50496674","102.7702713","101.26753235","","",
"Japan","JPN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","436.21575928","391.45562744","384.2265625","446.18692017","477.08712769","451.91217041","452.32571411","430.18557739","489.71142578","558.78900146","591.62805176","667.55194092","676.14239502","550.7411499","527.56433105","483.38528442","536.59686279","521.51416016","543.92346191","","",
"Kazakhstan","KAZ","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.73862457","22.02699471","27.29163933","33.86964417","46.2542038","49.79515839","55.01644516","59.15789032","62.78322983","57.6264801","68.04003906","74.77336121","104.91809845","96.0589447","90.60438538","102.39919281","93.99219513","93.33918762","92.32923889","","",
"Kenya","KEN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6669426","9.87675571","9.61532974","11.26895618","11.97763729","13.70063114","15.48344135","17.71161461","18.26133156","17.18993187","17.56744957","17.48591995","20.16994286","21.46610641","20.9911499","18.76854134","18.12837601","18.22855377","20.87685585","","",
"Kyrgyz Republic","KGZ","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.34753847","6.99731541","7.63170624","11.40141106","12.68885231","15.37359333","18.01138115","21.81820107","31.06679726","23.40518379","26.4813633","34.75789261","43.23731232","48.6359787","52.9536171","43.69711304","41.14977264","43.39942551","44.95919418","","",
"Cambodia","KHM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.55275154","14.04714108","14.88926315","15.54374218","16.31979179","19.80402946","17.28826714","15.07323837","25.13884926","28.2662487","28.18245888","39.55020905","41.75207138","44.07508087","42.95891571","41.29785919","45.47470474","49.59076691","52.09344482","","",
"Kiribati","KIR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10373125","0.0903701","0.10766052","0.12483944","0.1357103","0.16542991","0.13888334","0.1586383","0.16137153","0.15218917","0.17111255","0.19994101","0.22193614","0.19685547","0.19199969","0.18093383","0.18248355","0.19613856","0.19475904","","",
"St. Kitts and Nevis","KNA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","241.38012695","230.67085266","243.31861877","246.85292053","226.7303009","264.85614014","339.44415283","353.58480835","486.96920776","460.68075562","457.44573975","484.72637939","459.77990723","495.637146","391.83099365","473.72705078","528.7822876","530.76513672","481.80477905","","",
"Korea, Rep.","KOR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206.84051514","199.27253723","210.28237915","249.48599243","272.97363281","334.53643799","380.72549438","437.53128052","426.00350952","379.28637695","464.82394409","516.41821289","541.06402588","582.05773926","643.01074219","644.66192627","671.99517822","736.89343262","826.4543457","","",
"Kuwait","KWT","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.61129761","103.86984253","120.09906006","127.29175568","137.2429657","153.86987305","165.50927734","188.28762817","211.48147583","169.98097229","148.10606384","158.9810791","181.34046936","177.99234009","178.99298096","172.45184326","173.74472046","178.97946167","185.08589172","","",
"Latin America & Caribbean (excluding high income)","LAC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.570525069903","110.004784887506","96.9501922619582","99.5115048719528","110.023418920858","134.113620842412","151.711452173766","174.398733183627","189.35540147094","183.785035645891","209.370437147779","224.695002429709","224.697630998355","224.308346035713","221.417808108731","194.241080440672","181.999178316851","202.556838246014","189.626622022505","","",
"Lao PDR","LAO","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.44288826","6.49278355","6.54731131","9.84235668","7.83327818","7.73271561","8.0510807","8.80175304","8.53151226","9.73899651","12.57699966","14.44130039","15.9686203","21.33849335","23.3693676","23.76166916","25.31464195","28.29975128","27.72552872","","",
"Lebanon","LBN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","277.16622925","251.98162842","226.25137329","202.07943726","181.06861877","163.43486023","179.07513428","196.49624634","214.31950378","229.70762634","251.64212036","252.22808838","207.8631134","197.43994141","204.7882843","194.88835144","200.14224243","213.16082764","228.03601074","","",
"Liberia","LBR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.61842728","5.71476221","5.29139423","4.86136818","16.93769264","18.98695755","16.69085121","24.44717407","20.38256264","22.2932148","23.29038048","26.62240219","25.55524445","28.31398392","33.33158493","34.2252655","32.80849075","25.91872597","18.9817276","","",
"Libya","LBY","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125.49654388","115.59996033","59.88687897","64.02960205","69.03240967","74.9551239","81.29869843","92.12535858","103.64175415","110.465271","119.60055542","113.62718201","","","","","","","","","",
"St. Lucia","LCA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170.28684998","164.24194336","173.01133728","192.10224915","180.41546631","188.90498352","230.56700134","281.24905396","254.55841064","244.72569275","235.60949707","256.77520752","234.80950928","251.22434998","198.42497253","193.62998962","222.96180725","214.98234558","215.28820801","","",
